bigram,freq
"('ähnlich', 'ihr')",1
"('ihr', 'taugt')",1
"('taugt', 'rein')",1
"('ihnen', 'niemand')",1
"('niemand', 'hat')",1
"('hat', 'euch')",1
"('euch', 'gezähmt')",1
"('gezähmt', 'und')",1
"('ihr', 'habt')",1
"('habt', 'niemanden')",1
"('niemanden', 'gezähmt')",1
"('gezähmt', 'ihr')",1
"('seid', 'wie')",1
"('fuchs', 'er')",1
"('war', 'nur')",1
"('fuchs', 'wie')",1
"('andere', 'aber')",1
"('habe', 'aus')",1
"('aus', 'ihm')",1
"('ihm', 'meinen')",1
"('meinen', 'freund')",1
"('freund', 'gemacht')",1
"('gemacht', 'und')",1
"('und', 'nun')",1
"('nun', 'ist')",1
"('er', 'einmalig')",1
"('welt', 'und')",1
"('rosen', 'waren')",1
"('sehr', 'verlegen')",1
"('verlegen', 'ihr')",1
"('seid', 'schön')",1
"('schön', 'aber')",1
"('aber', 'ihr')",1
"('seid', 'leer')",1
"('leer', 'sagte')",1
"('ihnen', 'noch')",1
"('noch', 'man')",1
"('kann', 'für')",1
"('euch', 'nicht')",1
"('nicht', 'sterben')",1
"('sterben', 'natürlich')",1
"('natürlich', 'könnte')",1
"('könnte', 'irgendwer')",1
"('irgendwer', 'im')",1
"('im', 'vorbeilaufen')",1
"('vorbeilaufen', 'glauben')",1
"('dass', 'meine')",1
"('rose', 'euch')",1
"('euch', 'ähnlich')",1
"('ähnlich', 'sieht')",1
"('sieht', 'aber')",1
"('selbst', 'kann')",1
"('kann', 'sich')",1
"('sich', 'viel')",1
"('viel', 'wichtiger')",1
"('wichtiger', 'nehmen')",1
"('nehmen', 'als')",1
"('als', 'ihr')",1
"('ihr', 'alle')",1
"('alle', 'weil')",1
"('ich', 'gegossen')",1
"('gegossen', 'habe')",1
"('ich', 'unter')",1
"('glasglocke', 'gestellt')",1
"('gestellt', 'habe')",1
"('dem', 'wandschirm')",1
"('wandschirm', 'geschützt')",1
"('geschützt', 'habe')",1
"('ist', 'deren')",1
"('deren', 'raupen')",1
"('raupen', 'ich')",1
"('ich', 'aufgelesen')",1
"('aufgelesen', 'habe')",1
"('habe', 'bis')",1
"('bis', 'auf')",1
"('drei', 'der')",1
"('der', 'schmetterlinge')",1
"('schmetterlinge', 'wegen')",1
"('wegen', 'weil')",1
"('ich', 'klagen')",1
"('klagen', 'hörte')",1
"('hörte', 'oder')",1
"('oder', 'prahlen')",1
"('prahlen', 'oder')",1
"('oder', 'manchmal')",1
"('manchmal', 'sogar')",1
"('sogar', 'schweigen')",1
"('schweigen', 'weil')",1
"('es', 'meine')",1
"('rose', 'ist')",1
"('er', 'wandte')",1
"('wandte', 'sich')",1
"('sich', 'erneut')",1
"('erneut', 'an')",1
"('fuchs', 'adieu')",1
"('er', 'adieu')",1
"('fuchs', 'hier')",1
"('hier', 'mein')",1
"('mein', 'geheimnis')",1
"('geheimnis', 'es')",1
"('einfach', 'man')",1
"('sieht', 'nur')",1
"('herzen', 'das')",1
"('unsichtbar', 'das')",1
"('unsichtbar', 'wiederholte')",1
"('erinnern', 'es')",1
"('du', 'für')",1
"('geopfert', 'hast')",1
"('hast', 'die')",1
"('macht', 'es')",1
"('geopfert', 'habe')",1
"('haben', 'diese')",1
"('diese', 'wahrheit')",1
"('wahrheit', 'vergessen')",1
"('du', 'sollst')",1
"('sollst', 'sie')",1
"('nicht', 'vergessen')",1
"('vergessen', 'du')",1
"('immer', 'verantwortlich')",1
"('verantwortlich', 'sein')",1
"('sein', 'für')",1
"('du', 'zähmst')",1
"('zähmst', 'du')",1
"('bist', 'verantwortlich')",1
"('rose', 'ich')",1
"('rose', 'wiederholte')",1
"('erinnern', 'guten')",1
"('weichensteller', 'was')",1
"('ich', 'gruppiere')",1
"('gruppiere', 'die')",1
"('die', 'reisenden')",1
"('reisenden', 'in')",1
"('in', 'tausenderpacks')",1
"('tausenderpacks', 'sagte')",1
"('weichensteller', 'ich')",1
"('ich', 'schicke')",1
"('schicke', 'die')",1
"('die', 'züge')",1
"('züge', 'mit')",1
"('mit', 'denen')",1
"('sie', 'reisen')",1
"('reisen', 'mal')",1
"('nach', 'rechts')",1
"('rechts', 'mal')",1
"('nach', 'links')",1
"('links', 'und')",1
"('schnellzug', 'der')",1
"('der', 'wie')",1
"('wie', 'donner')",1
"('donner', 'grollte')",1
"('grollte', 'ließ')",1
"('ließ', 'das')",1
"('das', 'häuschen')",1
"('häuschen', 'des')",1
"('des', 'weichenstellers')",1
"('weichenstellers', 'erzittern')",1
"('erzittern', 'sie')",1
"('es', 'aber')",1
"('aber', 'eilig')",1
"('eilig', 'sagte')",1
"('prinz', 'wohin')",1
"('wohin', 'wollen')",1
"('wollen', 'sie')",1
"('sie', 'der')",1
"('der', 'zugführer')",1
"('zugführer', 'weiß')",1
"('es', 'selbst')",1
"('selbst', 'nicht')",1
"('schnellzug', 'donnerte')",1
"('donnerte', 'in')",1
"('die', 'entgegengesetzte')",1
"('entgegengesetzte', 'richtung')",1
"('richtung', 'vorbei')",1
"('vorbei', 'sie')",1
"('sie', 'kommen')",1
"('kommen', 'schon')",1
"('schon', 'zurück')",1
"('zurück', 'fragte')",1
"('sind', 'nicht')",1
"('nicht', 'dieselben')",1
"('dieselben', 'sagte')",1
"('sie', 'wurden')",1
"('wurden', 'ausgetauscht')",1
"('ausgetauscht', 'waren')",1
"('zufrieden', 'dort')",1
"('dort', 'wo')",1
"('wo', 'sie')",1
"('waren', 'man')",1
"('ist', 'niemals')",1
"('niemals', 'dort')",1
"('dort', 'zufrieden')",1
"('zufrieden', 'wo')",1
"('ist', 'sagte')",1
"('der', 'donner')",1
"('donner', 'eines')",1
"('eines', 'dritten')",1
"('dritten', 'schnellzugs')",1
"('schnellzugs', 'grollte')",1
"('grollte', 'verfolgen')",1
"('verfolgen', 'sie')",1
"('die', 'ersten')",1
"('ersten', 'reisenden')",1
"('reisenden', 'fragte')",1
"('sie', 'verfolgen')",1
"('verfolgen', 'gar')",1
"('schlafen', 'im')",1
"('im', 'inneren')",1
"('inneren', 'oder')",1
"('oder', 'sie')",1
"('sie', 'gähnen')",1
"('gähnen', 'nur')",1
"('kinder', 'drücken')",1
"('drücken', 'ihre')",1
"('ihre', 'nasen')",1
"('nasen', 'an')",1
"('den', 'scheiben')",1
"('scheiben', 'platt')",1
"('platt', 'nur')",1
"('kinder', 'wissen')",1
"('wissen', 'wohin')",1
"('wollen', 'sagte')",1
"('sie', 'wenden')",1
"('wenden', 'ihre')",1
"('ihre', 'zeit')",1
"('zeit', 'an')",1
"('eine', 'stoffpuppe')",1
"('stoffpuppe', 'und')",1
"('sie', 'wächst')",1
"('wächst', 'ihnen')",1
"('ihnen', 'so')",1
"('so', 'ans')",1
"('ans', 'herz')",1
"('herz', 'und')",1
"('und', 'nimmt')",1
"('nimmt', 'man')",1
"('sie', 'ihnen')",1
"('ihnen', 'weg')",1
"('weg', 'dann')",1
"('dann', 'weinen')",1
"('weinen', 'sie')",1
"('sie', 'sie')",1
"('es', 'gut')",1
"('gut', 'sagte')",1
"('weichensteller', 'guten')",1
"('händler', 'er')",1
"('er', 'handelte')",1
"('handelte', 'mit')",1
"('mit', 'durststillenden')",1
"('durststillenden', 'spezialpillen')",1
"('spezialpillen', 'man')",1
"('man', 'schluckt')",1
"('schluckt', 'eine')",1
"('eine', 'pro')",1
"('schon', 'hat')",1
"('hat', 'man')",1
"('mehr', 'das')",1
"('trinken', 'warum')",1
"('warum', 'verkaufst')",1
"('verkaufst', 'du')",1
"('das', 'sagte')",1
"('das', 'spart')",1
"('spart', 'viel')",1
"('zeit', 'sagte')",1
"('händler', 'experten')",1
"('experten', 'haben')",1
"('haben', 'das')",1
"('schon', 'berechnet')",1
"('berechnet', 'man')",1
"('man', 'spart')",1
"('spart', 'dreiundfünfzig')",1
"('minuten', 'pro')",1
"('was', 'macht')",1
"('den', 'dreiundfünfzig')",1
"('minuten', 'man')",1
"('man', 'macht')",1
"('macht', 'damit')",1
"('damit', 'was')",1
"('man', 'will')",1
"('will', 'ich')",1
"('würde', 'wenn')",1
"('ich', 'dreiundfünfzig')",1
"('minuten', 'übrig')",1
"('übrig', 'hätte')",1
"('hätte', 'ganz')",1
"('laufen', 'nun')",1
"('nun', 'war')",1
"('war', 'meine')",1
"('wüste', 'schon')",1
"('schon', 'acht')",1
"('tage', 'her')",1
"('hatte', 'mir')",1
"('mir', 'gerade')",1
"('gerade', 'die')",1
"('geschichte', 'vom')",1
"('vom', 'pillenhändler')",1
"('pillenhändler', 'angehört')",1
"('angehört', 'als')",1
"('den', 'letzten')",1
"('letzten', 'tropfen')",1
"('tropfen', 'meines')",1
"('meines', 'wasservorrates')",1
"('wasservorrates', 'trank')",1
"('trank', 'ach')",1
"('prinzen', 'sie')",1
"('sind', 'sehr')",1
"('sehr', 'schön')",1
"('schön', 'deine')",1
"('deine', 'erinnerungen')",1
"('erinnerungen', 'aber')",1
"('habe', 'mein')",1
"('flugzeug', 'noch')",1
"('nicht', 'repariert')",1
"('repariert', 'ich')",1
"('habe', 'nichts')",1
"('wäre', 'glücklich')",1
"('glücklich', 'wenn')",1
"('wenn', 'auch')",1
"('ich', 'ganz')",1
"('laufen', 'könnte')",1
"('könnte', 'mein')",1
"('freund', 'der')",1
"('mein', 'kleines')",1
"('kerlchen', 'es')",1
"('geht', 'nicht')",1
"('fuchs', 'warum')",1
"('weil', 'wir')",1
"('wir', 'verdursten')",1
"('verdursten', 'werden')",1
"('werden', 'er')",1
"('er', 'verstand')",1
"('verstand', 'meine')",1
"('meine', 'erklärung')",1
"('erklärung', 'nicht')",1
"('antwortete', 'es')",1
"('ist', 'gut')",1
"('gut', 'einen')",1
"('freund', 'gehabt')",1
"('gehabt', 'zu')",1
"('haben', 'selbst')",1
"('man', 'sterben')",1
"('sterben', 'muss')",1
"('sehr', 'froh')",1
"('einen', 'fuchs')",1
"('fuchs', 'zum')",1
"('zum', 'freund')",1
"('freund', 'hatte')",1
"('er', 'erkennt')",1
"('erkennt', 'die')",1
"('die', 'gefahr')",1
"('gefahr', 'nicht')",1
"('mir', 'er')",1
"('hat', 'niemals')",1
"('niemals', 'hunger')",1
"('hunger', 'oder')",1
"('oder', 'durst')",1
"('durst', 'ihm')",1
"('ihm', 'reicht')",1
"('reicht', 'ein')",1
"('bisschen', 'sonne')",1
"('sonne', 'aber')",1
"('antwortete', 'auf')",1
"('auf', 'meinen')",1
"('meinen', 'gedanken')",1
"('gedanken', 'ich')",1
"('habe', 'auch')",1
"('durst', 'suchen')",1
"('suchen', 'wir')",1
"('wir', 'einen')",1
"('brunnen', 'ich')",1
"('machte', 'eine')",1
"('eine', 'verzweifelte')",1
"('verzweifelte', 'geste')",1
"('geste', 'es')",1
"('ist', 'absurd')",1
"('absurd', 'auf')",1
"('glück', 'einen')",1
"('der', 'unendlichkeit')",1
"('unendlichkeit', 'der')",1
"('wüste', 'zu')",1
"('suchen', 'dennoch')",1
"('dennoch', 'machten')",1
"('machten', 'wir')",1
"('wir', 'uns')",1
"('weg', 'als')",1
"('als', 'wir')",1
"('wir', 'stundenlang')",1
"('stundenlang', 'schweigend')",1
"('schweigend', 'herumgelaufen')",1
"('herumgelaufen', 'waren')",1
"('waren', 'brach')",1
"('brach', 'die')",1
"('nacht', 'herein')",1
"('herein', 'und')",1
"('sterne', 'begannen')",1
"('begannen', 'zu')",1
"('zu', 'leuchten')",1
"('leuchten', 'ich')",1
"('nahm', 'sie')",1
"('sie', 'wahr')",1
"('wahr', 'wie')",1
"('wie', 'im')",1
"('im', 'traum')",1
"('traum', 'ich')",1
"('hatte', 'ein')",1
"('bisschen', 'fieber')",1
"('fieber', 'das')",1
"('das', 'machte')",1
"('durst', 'die')",1
"('die', 'worte')",1
"('worte', 'des')",1
"('prinzen', 'tanzten')",1
"('tanzten', 'durch')",1
"('durch', 'mein')",1
"('mein', 'bewusstsein')",1
"('bewusstsein', 'du')",1
"('hast', 'also')",1
"('durst', 'fragte')",1
"('fragte', 'ich')",1
"('ihn', 'aber')",1
"('sagte', 'nur')",1
"('nur', 'wasser')",1
"('wasser', 'ist')",1
"('auch', 'gut')",1
"('gut', 'für')",1
"('herz', 'ich')",1
"('verstand', 'seine')",1
"('seine', 'antwort')",1
"('antwort', 'nicht')",1
"('wusste', 'ja')",1
"('ja', 'dass')",1
"('nicht', 'ausfragen')",1
"('ausfragen', 'sollte')",1
"('sollte', 'er')",1
"('war', 'müde')",1
"('müde', 'er')",1
"('hin', 'ich')",1
"('mich', 'neben')",1
"('neben', 'ihn')",1
"('ihn', 'und')",1
"('noch', 'die')",1
"('sterne', 'sind')",1
"('sind', 'schön')",1
"('schön', 'weil')",1
"('blume', 'erinnern')",1
"('nicht', 'sieht')",1
"('sieht', 'ich')",1
"('ich', 'antworte')",1
"('antworte', 'das')",1
"('stimmt', 'und')",1
"('schaute', 'schweigend')",1
"('schweigend', 'auf')",1
"('die', 'falten')",1
"('falten', 'im')",1
"('sand', 'unter')",1
"('dem', 'mond')",1
"('mond', 'die')",1
"('wüste', 'ist')",1
"('schön', 'fügte')",1
"('hinzu', 'und')",1
"('es', 'stimmte')",1
"('stimmte', 'ich')",1
"('wüste', 'immer')",1
"('immer', 'geliebt')",1
"('geliebt', 'man')",1
"('man', 'setzt')",1
"('setzt', 'sich')",1
"('auf', 'eine')",1
"('eine', 'sanddüne')",1
"('sanddüne', 'man')",1
"('sieht', 'nichts')",1
"('nichts', 'man')",1
"('man', 'hört')",1
"('hört', 'nichts')",1
"('und', 'trotzdem')",1
"('trotzdem', 'leuchtet')",1
"('leuchtet', 'etwas')",1
"('etwas', 'im')",1
"('stillen', 'was')",1
"('wüste', 'so')",1
"('so', 'schön')",1
"('schön', 'macht')",1
"('sie', 'irgendwo')",1
"('irgendwo', 'einen')",1
"('brunnen', 'versteckt')",1
"('versteckt', 'hält')",1
"('hält', 'ich')",1
"('überrascht', 'plötzlich')",1
"('plötzlich', 'dieses')",1
"('dieses', 'rätselhafte')",1
"('rätselhafte', 'leuchten')",1
"('leuchten', 'des')",1
"('des', 'sandes')",1
"('sandes', 'zu')",1
"('verstehen', 'als')",1
"('war', 'wohnte')",1
"('wohnte', 'ich')",1
"('einem', 'alten')",1
"('alten', 'haus')",1
"('haus', 'und')",1
"('der', 'legende')",1
"('legende', 'nach')",1
"('nach', 'war')",1
"('war', 'dort')",1
"('dort', 'ein')",1
"('ein', 'schatz')",1
"('schatz', 'versteckt')",1
"('versteckt', 'natürlich')",1
"('natürlich', 'gelang')",1
"('gelang', 'es')",1
"('es', 'nie')",1
"('nie', 'jemandem')",1
"('jemandem', 'ihn')",1
"('zu', 'entdecken')",1
"('entdecken', 'vielleicht')",1
"('vielleicht', 'nicht')",1
"('mal', 'danach')",1
"('danach', 'zu')",1
"('suchen', 'aber')",1
"('er', 'verzauberte')",1
"('verzauberte', 'das')",1
"('das', 'ganze')",1
"('ganze', 'haus')",1
"('haus', 'mein')",1
"('mein', 'haus')",1
"('haus', 'versteckte')",1
"('versteckte', 'am')",1
"('am', 'grunde')",1
"('grunde', 'seines')",1
"('seines', 'herzens')",1
"('herzens', 'ein')",1
"('geheimnis', 'ja')",1
"('ja', 'sagte')",1
"('prinzen', 'ob')",1
"('ob', 'es')",1
"('sich', 'nun')",1
"('nun', 'um')",1
"('das', 'haus')",1
"('haus', 'die')",1
"('sterne', 'oder')",1
"('oder', 'die')",1
"('wüste', 'handelt')",1
"('handelt', 'was')",1
"('was', 'ihre')",1
"('ihre', 'schönheit')",1
"('schönheit', 'ausmacht')",1
"('ausmacht', 'ist')",1
"('unsichtbar', 'ich')",1
"('bin', 'zufrieden')",1
"('zufrieden', 'sagte')",1
"('er', 'dass')",1
"('es', 'genauso')",1
"('genauso', 'siehst')",1
"('siehst', 'wie')",1
"('fuchs', 'weil')",1
"('prinz', 'einschlief')",1
"('einschlief', 'nahm')",1
"('nahm', 'ich')",1
"('in', 'meine')",1
"('meine', 'arme')",1
"('arme', 'und')",1
"('und', 'lief')",1
"('lief', 'weiter')",1
"('weiter', 'ich')",1
"('war', 'gerührt')",1
"('gerührt', 'mir')",1
"('mir', 'schien')",1
"('schien', 'ich')",1
"('ich', 'trüge')",1
"('trüge', 'einen')",1
"('einen', 'zerbrechlichen')",1
"('zerbrechlichen', 'schatz')",1
"('schatz', 'es')",1
"('es', 'schien')",1
"('mir', 'sogar')",1
"('sogar', 'so')",1
"('als', 'gäbe')",1
"('gäbe', 'es')",1
"('nichts', 'zerbrechlicheres')",1
"('zerbrechlicheres', 'auf')",1
"('erde', 'ich')",1
"('schaute', 'im')",1
"('im', 'mondlicht')",1
"('mondlicht', 'auf')",1
"('diese', 'blasse')",1
"('blasse', 'stirn')",1
"('stirn', 'die')",1
"('die', 'geschlossenen')",1
"('augen', 'die')",1
"('die', 'haarsträhnen')",1
"('haarsträhnen', 'die')",1
"('die', 'im')",1
"('wind', 'zitterten')",1
"('zitterten', 'und')",1
"('mir', 'was')",1
"('mir', 'sehe')",1
"('sehe', 'ist')",1
"('hülle', 'das')",1
"('das', 'eigentliche')",1
"('eigentliche', 'ist')",1
"('unsichtbar', 'da')",1
"('da', 'seine')",1
"('seine', 'halbgeöffneten')",1
"('halbgeöffneten', 'lippen')",1
"('lippen', 'ein')",1
"('ein', 'halbes')",1
"('halbes', 'lächeln')",1
"('lächeln', 'andeuteten')",1
"('andeuteten', 'sagte')",1
"('noch', 'was')",1
"('was', 'mich')",1
"('am', 'kleinen')",1
"('kleinen', 'schlafenden')",1
"('schlafenden', 'prinzen')",1
"('prinzen', 'so')",1
"('so', 'rührt')",1
"('rührt', 'ist')",1
"('ist', 'seine')",1
"('seine', 'treue')",1
"('treue', 'zu')",1
"('zu', 'einer')",1
"('bild', 'einer')",1
"('rose', 'das')",1
"('das', 'in')",1
"('in', 'ihm')",1
"('ihm', 'strahlt')",1
"('strahlt', 'wie')",1
"('die', 'flamme')",1
"('flamme', 'einer')",1
"('einer', 'kerze')",1
"('kerze', 'selbst')",1
"('er', 'schläft')",1
"('schläft', 'und')",1
"('er', 'erschien')",1
"('erschien', 'mir')",1
"('noch', 'zerbrechlicher')",1
"('zerbrechlicher', 'man')",1
"('muss', 'kerzen')",1
"('kerzen', 'gut')",1
"('gut', 'schützen')",1
"('schützen', 'schon')",1
"('ein', 'windstoß')",1
"('windstoß', 'kann')",1
"('sie', 'auslöschen')",1
"('auslöschen', 'und')",1
"('und', 'während')",1
"('während', 'ich')",1
"('so', 'lief')",1
"('lief', 'entdeckte')",1
"('entdeckte', 'ich')",1
"('tagesanbruch', 'den')",1
"('den', 'brunnen')",1
"('brunnen', 'die')",1
"('prinz', 'drängen')",1
"('drängen', 'sich')",1
"('in', 'schnellzüge')",1
"('schnellzüge', 'aber')",1
"('sie', 'wissen')",1
"('wissen', 'nicht')",1
"('nicht', 'wohin')",1
"('so', 'fahren')",1
"('fahren', 'sie')",1
"('sie', 'hin')",1
"('und', 'her')",1
"('dabei', 'immer')",1
"('immer', 'im')",1
"('im', 'kreis')",1
"('kreis', 'und')",1
"('hinzu', 'das')",1
"('nicht', 'wert')",1
"('wert', 'der')",1
"('der', 'brunnen')",1
"('brunnen', 'zu')",1
"('dem', 'wir')",1
"('wir', 'kamen')",1
"('kamen', 'sah')",1
"('sah', 'nicht')",1
"('die', 'üblichen')",1
"('üblichen', 'saharabrunnen')",1
"('saharabrunnen', 'die')",1
"('die', 'brunnen')",1
"('der', 'sahara')",1
"('sahara', 'sind')",1
"('sind', 'nur')",1
"('nur', 'einfache')",1
"('einfache', 'löcher')",1
"('löcher', 'im')",1
"('sand', 'dieser')",1
"('dieser', 'aber')",1
"('aber', 'glich')",1
"('glich', 'einem')",1
"('einem', 'dorfbrunnen')",1
"('dorfbrunnen', 'aber')",1
"('war', 'kein')",1
"('kein', 'dorf')",1
"('dorf', 'und')",1
"('ich', 'glaubte')",1
"('glaubte', 'zu')",1
"('zu', 'träumen')",1
"('träumen', 'merkwürdig')",1
"('merkwürdig', 'sagte')",1
"('prinzen', 'alles')",1
"('ist', 'bereit')",1
"('bereit', 'die')",1
"('die', 'winde')",1
"('winde', 'der')",1
"('der', 'eimer')",1
"('eimer', 'das')",1
"('seil', 'er')",1
"('lachte', 'fasste')",1
"('fasste', 'das')",1
"('seil', 'und')",1
"('und', 'ließ')",1
"('ließ', 'die')",1
"('die', 'brunnenwinde')",1
"('brunnenwinde', 'spielen')",1
"('spielen', 'und')",1
"('sie', 'ächzte')",1
"('ächzte', 'wie')",1
"('alter', 'wetterhahn')",1
"('wetterhahn', 'wenn')",1
"('wind', 'lange')",1
"('lange', 'geschlafen')",1
"('geschlafen', 'hat')",1
"('hat', 'hörst')",1
"('hörst', 'du')",1
"('prinz', 'wir')",1
"('wir', 'wecken')",1
"('wecken', 'diesen')",1
"('diesen', 'brunnen')",1
"('brunnen', 'und')",1
"('er', 'singt')",1
"('singt', 'ich')",1
"('zu', 'sehr')",1
"('sehr', 'anstrengt')",1
"('anstrengt', 'lass')",1
"('das', 'machen')",1
"('machen', 'sagte')",1
"('ich', 'das')",1
"('schwer', 'für')",1
"('dich', 'langsam')",1
"('zog', 'ich')",1
"('eimer', 'bis')",1
"('zum', 'rand')",1
"('rand', 'hinauf')",1
"('hinauf', 'ich')",1
"('ich', 'stellte')",1
"('stellte', 'ihn')",1
"('ihn', 'ganz')",1
"('ganz', 'aufrecht')",1
"('aufrecht', 'hin')",1
"('hin', 'in')",1
"('in', 'meinen')",1
"('meinen', 'ohren')",1
"('ohren', 'hallte')",1
"('hallte', 'noch')",1
"('noch', 'das')",1
"('das', 'geräusch')",1
"('geräusch', 'der')",1
"('der', 'zugwinde')",1
"('zugwinde', 'und')",1
"('und', 'im')",1
"('im', 'zitternden')",1
"('zitternden', 'wasser')",1
"('wasser', 'sah')",1
"('sonne', 'schimmern')",1
"('schimmern', 'mich')",1
"('mich', 'dürstet')",1
"('dürstet', 'es')",1
"('es', 'nach')",1
"('nach', 'diesem')",1
"('diesem', 'wasser')",1
"('wasser', 'sagte')",1
"('prinz', 'gib')",1
"('gib', 'mir')",1
"('verstand', 'was')",1
"('er', 'gesucht')",1
"('gesucht', 'hatte')",1
"('ich', 'hob')",1
"('eimer', 'an')",1
"('an', 'seine')",1
"('seine', 'lippen')",1
"('lippen', 'er')",1
"('er', 'trank')",1
"('trank', 'mit')",1
"('mit', 'geschlossenen')",1
"('augen', 'das')",1
"('das', 'war')",1
"('köstlich', 'wie')",1
"('ein', 'fest')",1
"('fest', 'dieses')",1
"('dieses', 'wasser')",1
"('wasser', 'war')",1
"('war', 'alles')",1
"('alles', 'andere')",1
"('andere', 'als')",1
"('ein', 'einfaches')",1
"('einfaches', 'lebensmittel')",1
"('lebensmittel', 'es')",1
"('war', 'entstanden')",1
"('entstanden', 'aus')",1
"('dem', 'marsch')",1
"('marsch', 'unter')",1
"('unter', 'den')",1
"('sternen', 'aus')",1
"('dem', 'gesang')",1
"('gesang', 'der')",1
"('der', 'brunnenwinde')",1
"('brunnenwinde', 'aus')",1
"('der', 'anstrengung')",1
"('anstrengung', 'meiner')",1
"('meiner', 'arme')",1
"('arme', 'es')",1
"('es', 'tat')",1
"('tat', 'dem')",1
"('herzen', 'so')",1
"('gut', 'wie')",1
"('geschenk', 'genau')",1
"('so', 'machten')",1
"('machten', 'als')",1
"('das', 'licht')",1
"('licht', 'des')",1
"('des', 'weihnachtsbaums')",1
"('weihnachtsbaums', 'die')",1
"('die', 'musik')",1
"('musik', 'der')",1
"('der', 'mitternachtsmesse')",1
"('mitternachtsmesse', 'die')",1
"('die', 'milde')",1
"('milde', 'des')",1
"('des', 'lächelns')",1
"('lächelns', 'den')",1
"('ganzen', 'zauber')",1
"('zauber', 'des')",1
"('des', 'geschenks')",1
"('geschenks', 'aus')",1
"('ich', 'bekam')",1
"('bekam', 'die')",1
"('menschen', 'bei')",1
"('dir', 'sagte')",1
"('prinz', 'züchten')",1
"('züchten', 'fünftausend')",1
"('fünftausend', 'rosen')",1
"('rosen', 'im')",1
"('gleichen', 'garten')",1
"('garten', 'und')",1
"('finden', 'nicht')",1
"('nicht', 'wonach')",1
"('wonach', 'sie')",1
"('suchen', 'sie')",1
"('finden', 'es')",1
"('nicht', 'antwortete')",1
"('dabei', 'könnte')",1
"('könnte', 'man')",1
"('man', 'das')",1
"('was', 'sie')",1
"('suchen', 'in')",1
"('einer', 'einzigen')",1
"('einzigen', 'rose')",1
"('rose', 'oder')",1
"('oder', 'in')",1
"('wenig', 'wasser')",1
"('wasser', 'finden')",1
"('finden', 'natürlich')",1
"('natürlich', 'antwortete')",1
"('prinz', 'ergänzte')",1
"('ergänzte', 'aber')",1
"('augen', 'sind')",1
"('sind', 'blind')",1
"('blind', 'man')",1
"('muss', 'mit')",1
"('herzen', 'suchen')",1
"('suchen', 'ich')",1
"('hatte', 'getrunken')",1
"('getrunken', 'ich')",1
"('ich', 'atmete')",1
"('atmete', 'tief')",1
"('tief', 'durch')",1
"('durch', 'der')",1
"('der', 'sand')",1
"('sand', 'hat')",1
"('hat', 'bei')",1
"('tagesanbruch', 'die')",1
"('die', 'farbe')",1
"('farbe', 'von')",1
"('von', 'honig')",1
"('honig', 'ich')",1
"('war', 'glücklich')",1
"('glücklich', 'über')",1
"('diese', 'honigfarbe')",1
"('honigfarbe', 'warum')",1
"('warum', 'musste')",1
"('ich', 'traurig')",1
"('musst', 'dein')",1
"('dein', 'versprechen')",1
"('versprechen', 'halten')",1
"('halten', 'sagte')",1
"('prinz', 'sanft')",1
"('sanft', 'der')",1
"('sich', 'wieder')",1
"('wieder', 'neben')",1
"('neben', 'mich')",1
"('mich', 'gesetzt')",1
"('gesetzt', 'hatte')",1
"('hatte', 'welches')",1
"('welches', 'versprechen')",1
"('versprechen', 'du')",1
"('du', 'weißt')",1
"('weißt', 'ein')",1
"('ein', 'maulkorb')",1
"('maulkorb', 'für')",1
"('für', 'mein')",1
"('für', 'diese')",1
"('ich', 'holte')",1
"('holte', 'aus')",1
"('aus', 'meiner')",1
"('tasche', 'meine')",1
"('meine', 'zeichenentwürfe')",1
"('zeichenentwürfe', 'hervor')",1
"('hervor', 'der')",1
"('sah', 'sie')",1
"('sagte', 'lachend')",1
"('lachend', 'deine')",1
"('deine', 'affenbrotbäume')",1
"('affenbrotbäume', 'sehen')",1
"('wie', 'kohlköpfe')",1
"('kohlköpfe', 'oh')",1
"('stolz', 'auf')",1
"('affenbrotbäume', 'gewesen')",1
"('gewesen', 'dein')",1
"('dein', 'fuchs')",1
"('fuchs', 'seine')",1
"('seine', 'ohren')",1
"('ohren', 'sie')",1
"('wie', 'hörner')",1
"('hörner', 'aus')",1
"('aus', 'sie')",1
"('zu', 'lang')",1
"('lang', 'und')",1
"('er', 'du')",1
"('bist', 'ungerecht')",1
"('ungerecht', 'kleiner')",1
"('konnte', 'schon')",1
"('immer', 'nur')",1
"('nur', 'offene')",1
"('offene', 'und')",1
"('und', 'geschlossene')",1
"('geschlossene', 'riesenschlagen')",1
"('riesenschlagen', 'zeichnen')",1
"('zeichnen', 'oh')",1
"('wird', 'schon')",1
"('schon', 'gehen')",1
"('gehen', 'sagte')",1
"('kinder', 'verstehen')",1
"('es', 'ich')",1
"('ich', 'kritzelte')",1
"('kritzelte', 'also')",1
"('also', 'einen')",1
"('und', 'mein')",1
"('sich', 'zusammen')",1
"('zusammen', 'als')",1
"('ihm', 'gab')",1
"('gab', 'du')",1
"('hast', 'etwas')",1
"('etwas', 'vor')",1
"('vor', 'von')",1
"('nichts', 'weiß')",1
"('weiß', 'aber')",1
"('mein', 'fall')",1
"('fall', 'zur')",1
"('zur', 'erde')",1
"('erde', 'morgen')",1
"('morgen', 'jährt')",1
"('jährt', 'er')",1
"('einem', 'moment')",1
